event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
PNG1150,2024-11-15,2024,3,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Vigilante Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Women (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Enga,Lagaip-Porgera,NA,Aiyak,-5.4737,143.4567,2,Post Courier,National,"Around 15 November 2024 (month of), two women were killed after being tortured and burned alive at Lagaip (coded to Aiyak, Lagaip-Porgera, Enga) over sorcery allegations. The victims were accused of killing a man in their community using sorcery. The perpetrators subjected the two women to prolonged torture, binding their bodies, gagging and blindfolding them before placing them inside a traditional highlands roundhouse, which was then set alight. By the time the police arrived, the perpetrators had already fled the scene.",2,crowd size=no report; women targeted: accused of witchcraft/sorcery,1764120883
PNG1172,2024-11-15,2024,3,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Kumaitambuno Clan Group (Papua New Guinea); Minmisap Clan Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Dreku Clan Group (Papua New Guinea); Endetambuno Clan Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,Chimbu,Kerowagi,NA,Yopa,-6.0401,144.8375,2,Post Courier,National,"Around 15 November 2024 (month of), the Minmisap, Dreku, Kumaitambuno, and Endetambuno clans of the Enduga Naginku tribe engaged in a tribal fight at Kerowagi, Chimbu (coded to Yopa ward), after a husband from Minmsap clan and a wife from Dreku clan, had a dispute over money that turned into violence. The conflict resulted in 7 fatalities, homes and government infrastructure destroyed, and villages displaced.",7,crowd size=no report,1764120883
PNG1152,2024-11-15,2024,3,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Kandep Ethnic Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Keme Kukulka Clan Group (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Western Highlands,Mount Hagen,NA,Mount Hagen,-5.8561,144.2341,1,Post Courier,National,"Around 15 November 2024 (month of), a man from the Kikulka tribe was murdered by a group of men from Kandep at Hagen town (Mount Hagen, Western Highlands). On 24 November, armed Kikulka men attacked a family from Kandep in their home leaving 3 people dead, 4 with severed limbs, and 17 others with minor injuries (coded separately).",1,crowd size=no report,1764120883
PNG1143,2024-11-16,2024,1,Strategic developments,Strategic developments,Change to group/activity,Police Forces of Papua New Guinea (2019-),NA,State forces,NA,NA,NA,State forces only,NA,598,Oceania,Papua New Guinea,Southern Highlands,Mendi-Munihu,NA,Mendi,-6.1494,143.64940000000001,1,Post Courier,National,"Security measures: On 16 November 2024, the Southern Highlands provincial police force carried out a 'Take Back Mendi' police operation at Mendi town (Mendi-Munihu, Southern Highlands), placing a police-imposed Protection Order that controls the movement of people and business houses. The movement of people and vehicles in Mendi is restricted after 6pm, while all business houses in Mendi town close at 6pm and open at 5am the next day, for the duration of the festive season. The operation would continue to second week of January 2025.",0,NA,1764120883
PNG1141,2024-11-16,2024,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Engan Ethnic Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Jika Tribal Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,Western Highlands,Mount Hagen,NA,Hagen,-5.841,144.2214,1,The National (Papua New Guinea),National,"On 16 November 2024, a group of men from Enga living in Mt. Hagen clashed with two men from the Jika tribe of Western Highlands at Mt. Hagen Market in Hagen (Mount Hagen, Western Highlands). The incident was related to a fight between the Engans living in Western Highlands and men from the Jika-Melakemb clan of the Jika tribe.",0,crowd size=no report,1764120883
PNG1153,2024-11-18,2024,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),NA,Rioters,NA,NA,NA,Rioters only,NA,598,Oceania,Papua New Guinea,Morobe,Lae,NA,Lae,-6.7169,146.9998,1,The National (Papua New Guinea),National,"On 18 November 2024, a group of people burned down several houses in Lae (Morobe) in retaliation to the death of their relative. The relative and a fellow employee had fought with each other at their workplace prior to him being admitted to the hospital where he had died. His relatives then retaliated by burning houses belonging the family of the other employee. The police have urged parties involved to stop fighting and to allow the police to do their job.",0,crowd size=no report,1764120883
PNG1142,2024-11-18,2024,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Jika Tribal Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Labor Group (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Western Highlands,Mount Hagen,NA,Hagen,-5.841,144.2214,1,The National (Papua New Guinea),National,"On 18 November 2024, a group of men from the Jika tribe of Western Highlands assaulted market vendors at Mt Hagen Market in Hagen (Mount Hagen, Western Highlands) while searching for men from Enga who had slashed two men from Jika two days before near the market (coded separately). The incident was related to a fight between the Engans living in Mt. Hagen and men from the Jika-Melakemb clan of the Jika tribe. The market is closed for two weeks while the police facilitate a mediation between parties involved.",0,crowd size=no report,1764120883
PNG1147,2024-11-20,2024,2,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Vigilante Group (Papua New Guinea); Pakia Communal Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),NA,Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Bougainville,Central Bougainville,NA,Pinei-Nari,-6.2631,155.4622,1,Post Courier,National,"Around 20 November 2024 (week of), a family of 6 consisting of two uncles, 2 brothers, their sister and a nephew were executed by community leaders at Pakia village in Pinei-Nari ward (Central Bougainville, Bougainville) over sorcery allegations. The incident occurred following the death of a Pakia village chief last month after one of the 6 victims claimed at the late chief's funeral that him and his family were sorcerers and were responsible for the chief's death as well as others in their community. Last month, the man was taken away by those in attendance and held hostage for several days while his home was torched (coded separately). Two suspects of the murders were locked up by the Arawa police but a fight broke out after relatives demanded that the two should be released (coded separately).",6,crowd size=no report,1764120883
PNG1149,2024-11-20,2024,2,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),NA,Rioters,Rioters (Papua New Guinea),NA,Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,Bougainville,Central Bougainville,NA,Arawa,-6.2205,155.5558,1,Post Courier,National,"Around 20 November 2024 (week of), a fight broke out likely around Arawa Police Station (based on the location where the suspects of a murder were held) in Arawa (Central Bougainville, Bougainville) after two murder suspects were arrested. The relatives of the suspects demanded the two be released. No further details are available. The suspects were accused of being involved in the execution of a family of 6 in Pakia village, Pinei-Nari ward (Central Bougainville, Bougainville) over sorcery allegations (coded separately).",0,crowd size=no report,1764120883
PNG1145,2024-11-20,2024,2,Strategic developments,Strategic developments,Change to group/activity,Police Forces of Papua New Guinea (2019-),NA,State forces,NA,NA,NA,State forces only,NA,598,Oceania,Papua New Guinea,East New Britain,Gazelle,NA,Rabaul Town,-4.2044,152.1583,1,Post Courier,National,"Security measures: Around 20 November 2024 (week of), Rabaul Police Commander and Rabaul mayor announced that Rabaul town (Gazelle, East New Britain) is closed indefinitely given the current law and order situation. This comes after, youths from Malaguna, Vitawoods and Tavui villages banded together and hurled rocks at public motor vehicles, causing the town to shut down, leaving workers who worked at Kokopo but resided in Rabaul stranded as they were not able to make it to work, and farmers and market vendors unable to sell their produce because the markets were closed temporarily by the police for safety precautionary measures. Another incident also occurred on 18 November involving youths from Vitawoods and Tavui villages who harassed hospital staff and patients at Nonga hospital. Community leaders and the police are organizing a peace and good order community meeting to address the law-and-order issues.",0,NA,1764120883
PNG1151,2024-11-24,2024,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Keme Kukulka Clan Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Government of Papua New Guinea (2019-); Kandep Ethnic Group (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Western Highlands,Mount Hagen,NA,Kagamuga Urban,-5.8246,144.2947,2,Post Courier,National,"On 24 November 2024, a family from Kandep living in Western Highlands were attacked and had their home set on fire by a group of local men from Kukilka tribe near Kagamuga at Murkumb (coded at Kagamuga Urban, Mount Hagen, Western Highlands), resulting in 4 people with severed limbs, 17 others with minor injuries, and 3 fatalities. Among the 3 deaths was a woman, and two men, one being a long serving ward member of Kandep district in Enga. The attack was in retaliation to an earlier murder of a Kukilka man by a group of men from Kandep who are unrelated to the victims in this event (coded separately).",3,crowd size=no report; local administrators,1764120883
PNG1154,2024-11-27,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Papua New Guinea),Police Forces of Australia (2022-); Police Forces of Papua New Guinea (2019-); Women (Papua New Guinea),Protesters,NA,NA,NA,Protesters only,NA,598,Oceania,Papua New Guinea,National Capital District,National Capital District,NA,Port Moresby,-9.444,147.1813,1,TVWAN,National,"On 27 November 2024, The Royal Papua New Guinea Constabulary in partnership with the Australia Policing Partnership hosted and attended a protest march to end violence against Women & girls' at Boroko, Port Moresby (National Capital District). The march started at Boroko bus stop and ended at the Boroko police station, with the theme, 'I will stand up, speak out, and act to prevent men's violence against women and girls.'",0,crowd size=no report,1764120883
PNG1158,2024-11-28,2024,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Sakarip Communal Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Sakarip Communal Group (Papua New Guinea); Civilians (Papua New Guinea); Peper Tribal Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,Enga,Wabag,NA,Sakarip,-5.4537,143.6566,1,Post Courier; The National (Papua New Guinea),National,"On 28 November 2024, rival factions within a community (coded as Sakarip Communal Groups) engaged in a shootout near Sakalip village (also known as Sakarip) (Sakarip, Wabag, Enga) due to an ongoing feud, resulted in 8 fatalities from the Peper tribe and several wounded. Police did not respond quickly to arrest parties involved, prompting the Peper tribesmen to raid the Wabag police station the next morning damaging properties and police vehicle (coded separately).",8,crowd size=no report,1764120883
PNG1157,2024-11-29,2024,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Peper Tribal Group (Papua New Guinea),Rioters,Police Forces of Papua New Guinea (2019-),NA,State forces,State forces-Rioters,NA,598,Oceania,Papua New Guinea,Enga,Wabag,NA,Wabag,-5.4919,143.7272,1,Post Courier; The National (Papua New Guinea),National,"On 29 November 2024, early in the morning, the Peper tribe raided the Wabag police station at Wabag town (Wabag, Enga), after police failed to respond on time to an incident that occurred near Sakalip village (also known as Sakarip) the day before, that left 8 Peper tribesmen dead (coded separately). The Peper tribe blamed the police for not being quick to arrest parties involved when an initial report was made; they damaged properties including the police vehicles, however no police officer was at the station when the incident occurred.",0,crowd size=no report,1764120883
PNG1155,2024-11-29,2024,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Government of Papua New Guinea (2019-); Pianda Tribal Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Suyan Communal Group (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Enga,Lagaip-Porgera,NA,Paiyam,-5.481,143.1383,1,Post Courier; The National (Papua New Guinea),National,"On 29 November 2024, a group of men of Pianda tribe and their allies, led by the ward councilor, attacked Suyan village (Paiyam, Lagaip-Porgera, Enga) in the early hours of the morning, killing 8 people. The motive for the attack was unclear, the police are searching for the suspects.",8,crowd size=no report,1764120883
PNG1156,2024-12-01,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Papua New Guinea),Aid Workers (Papua New Guinea); Health Workers (Papua New Guinea); Women (Papua New Guinea),Protesters,NA,NA,NA,Protesters only,NA,598,Oceania,Papua New Guinea,Jiwaka,Anglimp-South Waghi,NA,Minj Urban,-5.9087,144.6827,1,Post Courier,National,"On 1 December 2024, members from the humanitarian organization, Medicines Sans Frontiers (Doctors Without Borders), organized a protest at Minj (Minj Urban, Anglimp-South Waghi, Jiwaka) to address social violence and discrimination against women and children in communities.",0,crowd size=no report,1764120883
PNG1161,2024-12-06,2024,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Back Road Communal Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Police Forces of Papua New Guinea (2019-),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Morobe,Lae,NA,Lae,-6.7169,146.9998,1,The National (Papua New Guinea),National,"On 6 December 2024, a group of youths from the Back Road area shot a police reservist who was not on duty outside his house at Back Road (Lae, Morobe), after the youths had surrounded his house and threatened him. The incident occurred after the arrest of a couple involved in selling homebrew, that led to the son of the couple and his friends attacking the police reservist in retaliation. The reservist was rushed to the hospital where he underwent surgery.",0,crowd size=no report,1764120883
PNG1171,2024-12-11,2024,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Woitape Communal Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Woitape Communal Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,Central,Goilala,NA,Fane,-8.5385,147.0743,2,Post Courier,National,"On 11 December 2024, a family engaged in a fight amongst themselves at Woitape (coded to Fane, Goilala, Central), after two brothers had a dispute over alluvial mining in their area, resulting, in the death of the elder brother. All brothers, cousins, and uncles took sides when the fight occurred, leading to the elder brother being chopped up into pieces by the younger brother and his supporters.",1,crowd size=no report,1764120883
PNG1162,2024-12-11,2024,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Engan Ethnic Group (Papua New Guinea); Vigilante Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Women (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,National Capital District,National Capital District,NA,Port Moresby,-9.444,147.1813,1,Post Courier; The National (Papua New Guinea),National,"On 11 December 2024, two women were tied up and nearly burned alive by a group of men from Enga at Hohola (Port Moresby, National Capital District), after being accused of practicing sorcery on a young girl that fainted near the two victims. The attack was interrupted when the nearby residents heard the victims' pleas and intervened to stop the assault, saving the two women. The two victims are in hiding at the moment and the police have urged the two women to come out and lay a formal complaint.",0,crowd size=no report; women targeted: accused of witchcraft/sorcery,1764120883
PNG1163,2024-12-14,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Papua New Guinea),Civilians (Papua New Guinea); Police Forces of Papua New Guinea (2019-),Protesters,NA,NA,NA,Protesters only,NA,598,Oceania,Papua New Guinea,National Capital District,National Capital District,NA,Port Moresby,-9.444,147.1813,1,The National (Papua New Guinea),National,"On 14 December 2024, the police forces held a protest peace walk to raise awareness on the rising crime rate and violence at Port Moresby (National Capital District). The police along with city residents took to the peace walk from Gerehu to Boroko.",0,crowd size=no report,1764120883
PNG1173,2024-12-15,2024,3,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Unidentified Tribal Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Unidentified Tribal Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,Enga,Lagaip-Porgera,NA,Aiyak,-5.4737,143.4567,2,Post Courier,National,"Around 15 December 2024 (month of), tribes in Lagaip engaged in a tribal fight at Lagaip (coded to Aiyak, Lagaip-Porgera, Enga) resulting in two fatalities, and several homes belonging to a tribe being burned down. Investigations into the tribal fight is still ongoing.",2,crowd size=no report,1764120883
PNG1174,2024-12-15,2024,3,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Unidentified Tribal Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Unidentified Tribal Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,Enga,Lagaip-Porgera,NA,Porgera,-5.4795,143.1232,1,Post Courier,National,"Around 15 December 2024 (month of), two tribes engaged in a shootout outside the precincts of the Porgera mine at Porgera (Lagaip-Porgera, Enga), after a man was injured inside the mine pit causing his tribes men to retaliate, resulting in 1 fatality. Authorities are monitoring the mine pit.",1,crowd size=no report,1764120883
PNG1175,2024-12-15,2024,3,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Vigilante Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),NA,Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Enga,Wabag,NA,Wabag,-5.4919,143.7272,1,Post Courier,National,"Around 15 December 2024 (month of), four people were killed in a retaliatory attack at Wabag (Enga), after a man was assaulted at a rugby league sports presentation event.",4,crowd size=no report,1764120883
PNG1221,2024-12-15,2024,3,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Vigilante Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Women (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Enga,Wapenamanda,NA,Anji,-5.7262,143.9352,2,Post Courier,National,"Around 15 December 2024 (month of), villagers tortured a widow and mother of five at Lai Valley, Minamba LLG (coded to Anji, Wapenamanda, Enga) after accussing her of using sorcery to kill her children. The mother had already lost two children and was subjected to sorcery accusations when the third son died, leading to her torture. The woman was rescued by Caritas Enga, provided medical assistance, and cared for, for three months then safely returned to her community on Saturday.",0,crowd size=no report; women targeted: accused of witchcraft/sorcery,1764120883
PNG1164,2024-12-18,2024,2,Strategic developments,Strategic developments,Agreement,Civilians (Papua New Guinea),Kapogu Communal Group (Papua New Guinea),Civilians,Civilians (Papua New Guinea),Kapogu Communal Group (Papua New Guinea),Civilians,Civilians-Civilians,NA,598,Oceania,Papua New Guinea,Eastern Highlands,Unggai-Benna,NA,Wando,-6.2336,145.2668,2,Post Courier,National,"Around 18 December 2024 (week of), two rival tribes in the Kapogu community of Unggai-Benna district, signed a peace agreement at the at the District Administration's office in Ungai-Bena district (coded to Wando) (Eastern Highlands), ending 20 years of conflict. The ceremony officiated by the provincial legal officer marked a turning point for the once violent region.",0,NA,1764120883
PNG1167,2024-12-18,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Papua New Guinea),Elauru Communal Group (Papua New Guinea),Protesters,NA,NA,NA,Protesters only,NA,598,Oceania,Papua New Guinea,Morobe,Bulolo,NA,Wau Urban,-7.3313,146.7184,1,Post Courier,National,"On 18 December 2024, villagers from Elauru blocked the main highway into Biaru, Waria, and Garaina, halting traffic in protest at Wau (Bulolo, Wau Urban, Morobe), after the discovery of a teenage girl's body near the Ngayaka river. The blockage was a response to the incident which involved the rape and murder of the young girl after she was coerced into drinking with strangers. Community leaders and police worked together to arrest a suspect and investigations are ongoing.",0,crowd size=no report,1764120883
PNG1166,2024-12-18,2024,2,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Tekam Communal Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Civilians (Indonesia); Labor Group (Indonesia); Labor Group (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Enga,Kompiam,NA,Birip,-5.4028,143.8111,2,Post Courier,National,"Around 18 December 2024 (week of), villagers from Tekam took 11 roadworkers hostage, including two Indonesians at Tekam (coded to Birip, Kompiam, Enga) and damaged parts of a new road infrastructure after being upset over perceived government neglect. The incident occurred after Tekam villagers mistakenly thought the roadworkers were abandoning the road construction project when they were actually leaving for the holidays. The situation has since calmed, with local leaders appealing for peace, leading to the release of a sick manager, though road access remains blocked.",0,crowd size=no report,1764120883
PNG1165,2024-12-19,2024,1,Strategic developments,Strategic developments,Agreement,Civilians (Papua New Guinea),Aiyala Tribal Group (Papua New Guinea),Civilians,Civilians (Papua New Guinea),Nomali Tribal Group (Papua New Guinea),Civilians,Civilians-Civilians,NA,598,Oceania,Papua New Guinea,Enga,Lagaip-Porgera,NA,Porgera,-5.4795,143.1232,1,Post Courier,National,"On 19 December 2024, the Aiyala tribe and Nomali tribe who initiated the ongoing tribal conflicts in Enga, declared peace at the Porgera Police Station (Lagaip-Porgera, Enga). As part of the reconciliation process the people of Aiyala compensated the people of Nomali with 10 pigs and K500. Witnessed by officials, community leaders, church leaders, and law enforcement, both parties pledged to end violence and work towards reconciliation.",0,NA,1764120883
PNG1168,2024-12-20,2024,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Tari Communal Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Police Forces of Papua New Guinea (2019-); Women (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Hela,Tari-Pori,NA,Tari,-5.8523,142.952,1,Post Courier; The National (Papua New Guinea),National,"On 20 December 2024, a police officer traveling into Tari town with his female companion at 1am in the morning was shot by a group of armed men at Nanonda road, Tari (Tari-Pori, Tari, Hela), after the officer had stopped the vehicle beside the road to relieve himself. As the officer stepped out of the vehicle, six armed men (likely to be from Tari based on location of the incident) approached the vehicle and shot the officer leaving him dead. The men later turned their attention to the woman but another passing vehicle turned up at the scene in time and the men fled. The motive behind the killing was unclear.",1,crowd size=no report,1764120883
PNG1169,2024-12-23,2024,1,Political violence,Riots,Mob violence,Unidentified Armed Group (Papua New Guinea),Bulolo Communal Group (Papua New Guinea),Political militia,Rioters (Papua New Guinea),Bulolo Communal Group (Papua New Guinea),Rioters,Political militia-Rioters,NA,598,Oceania,Papua New Guinea,Morobe,Bulolo,NA,Bulolo,-7.1991,146.6391,1,The National (Papua New Guinea),National,"On 23 December 2024, youths from Bulolo clashed with a local criminal gang at Bulolo town (Bulolo, Morobe), during a clean-a-ton exercise carried out by the Bulolo youths. During the fight, a gang member chopped off the head of one of the youths. In retaliation, some members the community killed the gang member the following day (coded separately). Over the two days, the fight resulted in two killings, three others wounded, and four gang members arrested. Fatalities coded 1 for this event.",1,crowd size=no report,1764120883
PNG1170,2024-12-24,2024,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Bulolo Communal Group (Papua New Guinea),Rioters,Unidentified Armed Group (Papua New Guinea),Bulolo Communal Group (Papua New Guinea),Political militia,Political militia-Rioters,NA,598,Oceania,Papua New Guinea,Morobe,Bulolo,NA,Bulolo,-7.1991,146.6391,1,The National (Papua New Guinea),National,"On 24 December 2024, members of the Bulolo community beheaded a gang member at Bulolo town (Bulolo, Morobe), following a fight that took place the day before, where a Bulolo youth part of a youth group exercising a clean-a-ton was beheaded by a member of the gang. The police in Bulolo believe that some of the members of the local gang are wanted for past major crimes in Bulolo. Over the two days, the fight resulted in two killings, three others wounded, and four gang members arrested. Fatalities coded 1 for this event.",1,crowd size=no report,1764120883
PNG1179,2024-12-30,2024,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Vigilante Group (Papua New Guinea),Rioters,NA,NA,NA,Rioters only,NA,598,Oceania,Papua New Guinea,Morobe,Huon,NA,Dona,-7.8351,147.652,1,Post Courier,National,"On 30 December 2024, the relatives of a youth who was murdered in front of his home, burned and destroyed about 25 houses at Dona Village, Morobe Patrol-Post (Huon Gulf, Morobe). The incident was sparked after the youth who was monitoring homebrew alcohol abuse during the festive season was killed, prompting his relatives to set the houses ablaze. As a result, over 200 people have been left homeless.",0,crowd size=no report,1764120883
PNG1178,2024-12-30,2024,1,Political violence,Violence against civilians,Attack,Police Forces of Papua New Guinea (2019-),NA,State forces,Civilians (Papua New Guinea),NA,Civilians,State forces-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Manus,Manus,NA,Lorengau,-2.0309,147.2751,1,Post Courier,National,"On 30 December 2024, two on-duty police officers in Manus Province beat up a man at Lorengau (Manus), who later died of his injuries at Lorengau hospital. Upon hearing the news of his assault and death, relatives of the victim marched to the Lorengau police station that evening to demand answers (coded separately). The confrontation escalated, with a policeman injured by a stone and police vehicles damaged.",1,NA,1764120883
PNG1177,2024-12-30,2024,1,Demonstrations,Riots,Violent demonstration,Rioters (Papua New Guinea),NA,Rioters,Police Forces of Papua New Guinea (2019-),NA,State forces,State forces-Rioters,NA,598,Oceania,Papua New Guinea,Manus,Manus,NA,Lorengau,-2.0309,147.2751,1,Post Courier,National,"On 30 December 2024, relatives of a man that died at the Lorengau police station (Lorengau, Manus) gathered and marched to demand answers, after hearing the news that two on duty police officers were responsible for beating the victim up hours earlier. The confrontation escalated, with a policeman being injured by a stone and two police vehicles damaged. The two officers involved were detained and investigations into the incident are ongoing.",0,crowd size=no report,1764120883
PNG1189,2025-01-01,2025,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Morata Communal Group (Papua New Guinea); Vigilante Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Women (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,National Capital District,National Capital District,NA,Port Moresby,-9.444,147.1813,1,Post Courier,National,"On 1 January 2025, three men killed a woman at Morata (Port Moresby, National Capital District) over sorcery allegations. The woman was dragged out her home in front of her husband, beaten, tortured, raped, and murdered. Suspects are on the run while the police are still investigating the incident.",1,crowd size=three; sexual violence; women targeted: accused of witchcraft/sorcery,1764120883
PNG1180,2025-01-04,2025,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),NA,Rioters,Military Forces of Papua New Guinea (2019-),NA,State forces,State forces-Rioters,NA,598,Oceania,Papua New Guinea,Morobe,Lae,NA,Lae,-6.7169,146.9998,1,Post Courier,National,"On 4 January 2025, a soldier driving along the Back Road had his vehicle stoned by local youths at Second Seven community (Lae, Morobe). The soldier and his colleagues from the PNGDF Engineering Battalion than retaliated by attacking the community on 5 and 6 January, destroying property, burning houses, and injuring a man with a bush knife (coded separately).",0,crowd size=no report,1764120883
PNG1181,2025-01-05,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Papua New Guinea (2019-),NA,State forces,Civilians (Papua New Guinea),NA,Civilians,State forces-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Morobe,Lae,NA,Lae,-6.7169,146.9998,1,Post Courier,National,"On 5 January 2025, soldiers from the PNGDF Engineering Battalion went on a rampage at Second Seven community (Lae, Morobe), destroying property, burning down houses, killing a livestock, and injuring a man with a bush knife. The incident took place after a soldier's vehicle was stoned by local youths on 4 January (coded separately), prompting the soldiers to retaliate the next day, that then continued on 6 January (coded separately).",0,NA,1764120883
PNG1183,2025-01-05,2025,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Goilala Ethnic Group (Papua New Guinea); Vigilante Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),NA,Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,National Capital District,National Capital District,NA,Port Moresby,-9.444,147.1813,1,The National (Papua New Guinea),National,"On 5 January 2025, Goilala relatives of a five-year-old boy attacked occupants of a vehicle at Sabama (Port Moresby, National Capital District) after the vehicle swerved off the road into a makeshift shelter killing the five-year-old instantly. The relatives retaliated by severely injuring one vehicle occupant and chopping another to death, while the third guy ran away.",1,crowd size=no report,1764120883
PNG1176,2025-01-06,2025,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Unidentified Tribal Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Unidentified Tribal Group (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Enga,Wabag,NA,Wabag,-5.4919,143.7272,1,Post Courier,National,"On 6 January 2025, a young man from Kopemai village was murdered near Wabag hospital at Wabag (Enga). The man was accompanied by his wife and two young children when he was attacked and killed instantly with an axe. The authorities believe the incident to be a revenge killing linked to a tribal conflict in Wapenamanda district.",1,crowd size=no report,1764120883
